authors,ratings,comments
Mritunjay Kumar,5.0,"I was on season 7 episode 4th I think, and then out of a sudden I threw my phone away, unplugged the earphones.
 It is the scene when Phoebe enters the screen out of nowhere with a guitar playing a song of her own.
 It's hard to laugh that much especially when u have undergone a surgery for appendectomy. It hurts at the stitches man seriously. I have decided to watch after a while.
BTW love for team friends... Especially Joey..🥰🥰🤩"
Kamiya Gibson,0.0,"I think it’s the best thing to human kind.This show makes you laugh and sometimes cry.The characters are relatable, mostly Chandler and Ross.But all together I think that this is the best thing to ever happen.And I think that it should come back for a movie to catch us up to what has happen through the years.My favorite character would have to be Chandler.But again this is the best show ever."
Swarnim Verma,5.0,"I absolutely love love love this show so much. They are like my family. I dont know when and how i fell in love with monica, chandler, phoebe, ross, and joey. But this show can promise to make you laugh, smile, and cry. And the finale is soo emotional. 100% worth watch heck more? Like 1000%"
Lokesh Kumar,5.0,"A show to just relief of any pressure on self and make enjoyable.!!
The best Sitcom I have watched.
Even though it had come in 1994, watching in 2019 didn’t make any difference such as watching an Old show which is 15 years earlier .
A must watch for some good laugh"
Basanth Jajur,5.0,"The first sitcom i ever watched , its a life time favorite series for me. i don't know how many times i watched this one . every time i watched it brings me smile . stress bluster . Ross and Rach are my favorite . its been 25 years still this shows looks fresh to me . must watch . 5 stars are not enough . love love love love friends ."
Andrew henneh,5.0,"I sometimes saw friends come on TV and I never really understood all the fuss about it, until after nearly 7 years of watching it on and off on TV I decided to finally watch 1 episode, I watched the pilot and from there fell in love with the show. Friends was the spice I was missing from my life and now that iv found it I'm never letting it go. I connect with all the characters and am physically and mentally unable to stop watching. I love Friends"
ROHIT OJHA,5.0,"This was the first American sitcom tv show I watched. And I got to say that it was absolutely amazing and hilarious too. In Each and every episode of FRIENDS you will laugh, laugh and laugh. Everyone who is a fan of watching tv shows must watch FRIENDS once in a lifetime. #A BIG FRIENDS FAN."
Viswapriya D S,5.0,"Watching this show 8 years ago was the best decision I’ve ever made in my life. I can’t begin to describe how happy this show has made me feel at my lows, it has comforted me so much! I can watch it all over again at any point of time in a day and wouldn’t think a second to start over!"
Smack Petersen,5.0,"This is the best sitcom i have ever watched and i will watch it allover again whenever i get a chance. I just feel connected to it, it taught me a lot about friendship and relationships. I was wowed by everyone's acting in this comedy, especially Joey - that guy is so funny and hands up to the writers and directors, this one is the best."
Radio30europe Rock2007,5.0,"So perfect the 4 first seasons, good is the 5 and 6 season but the last ones are good or meh. The last season it is so good I laughed a lot, but the 7, 8, and 9 seasons are meh. I love this sitcom, one of the best of all time, for me, it's 5 out of 5. by the way, the characters are the best, my favorite is Chandler and Joey, Monica and Phoebe too. I was too hard with 7 to 9 seasons, they are good, but no that funny like the first ones and the last one."
Krishnanunni U,5.0,First time in my life i am totally addicted to a series. This series is showing a great Life time. After last episode i am crying. How can i watch more F R I E N D S. Don't miss this series. If u miss this one u r losing a great part of ur life.💚🧡💛💙💜🖤💖💝💘💌💋💕💓💞
Bidisha Ghosh Chowdhury,5.0,"My all time favorite is and will be forever F.R.I.E.N.D.S
I am sure each and every one of us could relate to atleast one of it's characters. No matter how old it gets.. It becomes more fun to watch...even on repeat. Certainly one of the best and i would suggest to those who haven't watched it yet.. Just start watching."
Domingo Santiago,0.0,"I have to say after scrolling through a lot of these reviews,I concur so very much with all of them I saw the series on DVDs in 2010  I have to say I loved the king of queens,everybody loves Raymond but FRIENDS was by far the best sitcom ever produced I cannot think of 6 people that could of done a better job.Every episode was full of laughter,fun,and had meaningful teachings of how real friendship was supposed to be like.some people won't admit how many times they have watched the reruns I will confess I still watch a few episodes every day OMG!"
Corn Blaster,2.0,"I watched friends way back in 2012 for the first time. 
I remeber enjoying it. It was funny and pretty good. Back in 2012 I was 17.
I revisited the show to enjoy the nostalgia and fond memories of my young adult days in 2022, and i gotta say, I hate it.
especially after season 4.
and the main reason for for me hating it is the two characters, rachel and ross.
back in 2012, i found these characters and their interactions funny.
but today when i have matured emotionally, i find these two one of the worst people you can find in a friends group.
And i dont know if these characters were intentionally written that way or not, but Nope, cant go past season 4.
They're the most selfish, annoying and disingenous characters ever written. They literally overshadow the other 3 nicely written characters with their filth."
Diksha Madaan,5.0,"Best Show!!
i have heard alot about Friends but never got time to watch it but due to lockdown i decided to watch this show.
This show is my fav i can watch it anytime and never get bored of its has comedy,emotions etc.i Wish the ending for joey must have been different though.All the characters are may fav they have different personalities and i love them all.whenever i feel bored,low or can't decide what to watch i just simply watch this show."
